sample_id,nearest_neighbor_rmsd_A,3.8A_hamiltonian_rmsd_A,fiedler_edgece_rmsd_A,fiedler_edgece_mse_rmsd_A,rmsd_decoder_permce_rmsd_A
218,17.06505012512207,12.230340003967285,0.0030638196039944887,0.0030638196039944887,0.5545324683189392
219,9.999999747378752e-05,9.999999747378752e-05,0.003708727192133665,0.003708727192133665,0.10631808638572693
220,9.999999747378752e-05,9.999999747378752e-05,0.0032593756914138794,0.0032593756914138794,6.361805438995361
221,9.999999747378752e-05,9.999999747378752e-05,0.0034826407209038734,0.0034826381597667933,2.729796886444092
222,23.904367446899414,22.20142364501953,18.644750595092773,17.819355010986328,19.237058639526367
223,25.398513793945312,14.429537773132324,30.868349075317383,0.030177848413586617,8.786860466003418
224,9.999999747378752e-05,9.999999747378752e-05,0.004402677062898874,0.004402677062898874,2.8198437690734863
225,9.999999747378752e-05,9.999999747378752e-05,0.0033648069947957993,0.0033648069947957993,2.520303964614868
226,9.999999747378752e-05,9.999999747378752e-05,0.0033347983844578266,0.0033350326120853424,2.2345354557037354
227,11.740832328796387,9.999999747378752e-05,0.003716996405273676,0.003716997802257538,3.8027286529541016
228,9.999999747378752e-05,15.288043022155762,0.051280729472637177,0.025657739490270615,7.490302562713623
229,9.999999747378752e-05,9.999999747378752e-05,0.003046258818358183,0.003046258818358183,2.896462917327881
230,9.999999747378752e-05,9.999999747378752e-05,0.003936382010579109,0.003936916124075651,4.742988586425781
231,9.999999747378752e-05,9.999999747378752e-05,0.003515013726428151,0.003515013726428151,2.6493682861328125
232,8.817619323730469,2.5359559059143066,1.851759433746338,0.14988218247890472,20.192413330078125
233,5.102066993713379,9.999999747378752e-05,0.003550029592588544,0.003550029592588544,3.041400194168091
234,9.999999747378752e-05,9.999999747378752e-05,0.0027346378192305565,0.0027348650619387627,1.6731126308441162
235,9.999999747378752e-05,9.999999747378752e-05,0.0036709075793623924,0.0036709075793623924,3.922586441040039
236,12.08610725402832,12.24621868133545,17.979276657104492,18.379085540771484,3.2631616592407227
237,15.683497428894043,9.999999747378752e-05,0.003042994998395443,0.003042994998395443,0.6896751523017883
238,9.999999747378752e-05,9.999999747378752e-05,0.0029843728989362717,0.0029843728989362717,2.2399673461914062
239,9.999999747378752e-05,9.999999747378752e-05,0.002939287107437849,0.002939287107437849,0.610498309135437
240,9.999999747378752e-05,9.999999747378752e-05,17.976560592651367,0.002937925746664405,7.5478596687316895
241,9.999999747378752e-05,9.999999747378752e-05,0.020346008241176605,0.005510684568434954,6.584527969360352
242,9.999999747378752e-05,9.999999747378752e-05,0.00393418176099658,0.00393418176099658,2.7398228645324707
243,9.999999747378752e-05,9.999999747378752e-05,0.003971585072577,0.003971585072577,5.301023960113525
244,9.999999747378752e-05,9.999999747378752e-05,0.0036214226856827736,0.003621109761297703,3.687154769897461
245,10.801417350769043,9.999999747378752e-05,0.0029954712372273207,0.0029947764705866575,2.175177574157715
246,9.999999747378752e-05,9.999999747378752e-05,0.0034631197340786457,0.0034631197340786457,2.4501190185546875
247,9.999999747378752e-05,9.999999747378752e-05,0.0049464087933301926,0.0049464087933301926,11.84968376159668
248,9.999999747378752e-05,9.999999747378752e-05,0.0035213003866374493,0.0035213003866374493,2.972480297088623
249,9.999999747378752e-05,9.999999747378752e-05,0.0035056087654083967,0.0035056087654083967,2.710024356842041
250,5.429814338684082,9.999999747378752e-05,0.003448368515819311,0.003448368515819311,4.00169563293457
251,9.999999747378752e-05,9.999999747378752e-05,0.0028202368412166834,0.0028202368412166834,2.181912899017334
252,9.999999747378752e-05,9.999999747378752e-05,0.002994945738464594,0.002994945738464594,2.4087324142456055
253,9.999999747378752e-05,9.999999747378752e-05,19.862579345703125,0.003443809226155281,2.043154716491699
254,9.999999747378752e-05,9.999999747378752e-05,0.0030673672445118427,0.0030673672445118427,1.939979910850525
255,14.476041793823242,14.525306701660156,13.198907852172852,13.198907852172852,13.340788841247559
256,3.000394344329834,9.999999747378752e-05,0.003469425020739436,0.003469425020739436,2.978619337081909
257,9.999999747378752e-05,9.999999747378752e-05,13.683098793029785,14.5640869140625,5.265259265899658
258,9.999999747378752e-05,9.999999747378752e-05,0.0032111485488712788,0.0032111485488712788,2.155383586883545
259,2.2546157836914062,9.999999747378752e-05,0.002698565600439906,0.002698565600439906,2.4212820529937744
260,9.999999747378752e-05,9.999999747378752e-05,0.0035314601846039295,0.0035314601846039295,1.8749370574951172
261,17.831151962280273,13.405359268188477,0.005743622779846191,0.005743540357798338,8.974750518798828
262,9.807645797729492,9.999999747378752e-05,0.00443029310554266,0.00443029310554266,2.5548453330993652
263,9.999999747378752e-05,9.999999747378752e-05,0.0037510674446821213,0.0037510674446821213,2.5514724254608154
264,16.120622634887695,9.999999747378752e-05,20.456968307495117,0.0033820222597569227,3.150918960571289
